service_id,date,exception_type
000031,20211209,1
000031,20211211,1
000032,20211213,1
000032,20211214,1
000032,20211215,1
000032,20211216,1
000032,20211217,1
000032,20211220,1
000032,20211221,1
000032,20211222,1
000032,20211223,1
000032,20211224,1
000032,20211227,1
000032,20211228,1
000032,20211229,1
000032,20211230,1
000032,20211231,1
000032,20220103,1
000032,20220104,1
000032,20220105,1
000032,20220106,1
000032,20220107,1
000032,20220110,1
000032,20220111,1
000032,20220112,1
000032,20220113,1
000032,20220114,1
000032,20220117,1
000032,20220118,1
000032,20220119,1
000032,20220120,1
000032,20220121,1
000032,20220124,1
000032,20220125,1
000032,20220126,1
000032,20220127,1
000032,20220128,1
000032,20220131,1
000032,20220201,1
000032,20220202,1
000032,20220203,1
000032,20220204,1
000032,20220207,1
000032,20220208,1
000032,20220209,1
000032,20220210,1
000032,20220211,1
000032,20220214,1
000032,20220215,1
000032,20220216,1
000032,20220217,1
000032,20220218,1
000033,20211125,1
000033,20211126,1
000033,20211206,1
000033,20211207,1
000033,20211208,1
000033,20211209,1
000033,20211210,1
000034,20220221,1
000034,20220222,1
000034,20220223,1
000034,20220224,1
000035,20211204,1
000035,20211211,1
000036,20211125,1
000036,20211126,1
000037,20211129,1
000037,20211130,1
000037,20211201,1
000037,20211202,1
000037,20211203,1
000037,20211206,1
000037,20211207,1
000037,20211208,1
000037,20211209,1
000037,20211210,1
000038,20211127,1
000039,20211206,1
000039,20211207,1
000039,20211208,1
000039,20211209,1
000039,20211210,1
000040,20211129,1
000040,20211130,1
000040,20211201,1
000040,20211202,1
000040,20211203,1
000041,20211211,1
000042,20211204,1
000042,20211205,1
000043,20220214,1
000043,20220215,1
000043,20220216,1
000043,20220217,1
000043,20220218,1
000043,20220221,1
000043,20220222,1
000043,20220223,1
000043,20220224,1
000044,20211213,1
000044,20211214,1
000044,20211215,1
000044,20211216,1
000044,20211217,1
000044,20211220,1
000044,20211221,1
000044,20211222,1
000044,20211223,1
000044,20211224,1
000044,20211227,1
000044,20211228,1
000044,20211229,1
000044,20211230,1
000044,20211231,1
000044,20220103,1
000044,20220104,1
000044,20220105,1
000044,20220106,1
000044,20220107,1
000044,20220110,1
000044,20220111,1
000044,20220112,1
000044,20220113,1
000044,20220114,1
000044,20220117,1
000044,20220118,1
000044,20220119,1
000044,20220120,1
000044,20220121,1
000044,20220124,1
000044,20220125,1
000044,20220126,1
000044,20220127,1
000044,20220128,1
000044,20220131,1
000044,20220201,1
000044,20220202,1
000044,20220203,1
000044,20220204,1
000044,20220207,1
000044,20220208,1
000044,20220209,1
000044,20220210,1
000044,20220211,1
000045,20211205,1
000046,20211212,1
000046,20211219,1
000046,20211226,1
000046,20220102,1
000046,20220109,1
000046,20220123,1
000046,20220213,1
000046,20220220,1
000047,20211204,1
000047,20211205,1
000047,20211211,1
000048,20211125,1
000048,20211126,1
000048,20211129,1
000048,20211130,1
000048,20211201,1
000048,20211202,1
000048,20211203,1
000048,20211204,1
000048,20211205,1
000048,20211206,1
000048,20211207,1
000048,20211208,1
000048,20211209,1
000048,20211210,1
000048,20211211,1
000049,20211218,1
000049,20211225,1
000049,20220101,1
000049,20220108,1
000049,20220122,1
000049,20220212,1
000049,20220219,1
000050,20211128,1
000051,20211125,1
000051,20211126,1
000051,20211129,1
000051,20211130,1
000051,20211201,1
000051,20211202,1
000051,20211203,1
000051,20211204,1
000051,20211206,1
000051,20211207,1
000051,20211208,1
000051,20211209,1
000051,20211210,1
000051,20211211,1
000052,20211213,1
000052,20211214,1
000052,20211215,1
000052,20211216,1
000052,20211217,1
000052,20211218,1
000052,20211220,1
000052,20211221,1
000052,20211222,1
000052,20211223,1
000052,20211224,1
000052,20211225,1
000052,20211227,1
000052,20211228,1
000052,20211229,1
000052,20211230,1
000052,20211231,1
000052,20220101,1
000052,20220103,1
000052,20220104,1
000052,20220105,1
000052,20220106,1
000052,20220107,1
000052,20220108,1
000052,20220110,1
000052,20220111,1
000052,20220112,1
000052,20220113,1
000052,20220114,1
000052,20220117,1
000052,20220118,1
000052,20220119,1
000052,20220120,1
000052,20220121,1
000052,20220122,1
000052,20220124,1
000052,20220125,1
000052,20220126,1
000052,20220127,1
000052,20220128,1
000052,20220131,1
000052,20220201,1
000052,20220202,1
000052,20220203,1
000052,20220204,1
000052,20220207,1
000052,20220208,1
000052,20220209,1
000052,20220210,1
000052,20220211,1
000052,20220212,1
000053,20220214,1
000053,20220215,1
000053,20220216,1
000053,20220217,1
000053,20220218,1
000053,20220219,1
000053,20220221,1
000053,20220222,1
000053,20220223,1
000053,20220224,1
000054,20211125,1
000054,20211126,1
000054,20211203,1
000054,20211206,1
000054,20211207,1
000054,20211208,1
000054,20211209,1
000054,20211210,1
000055,20211203,1
000055,20211206,1
000055,20211207,1
000055,20211208,1
000055,20211209,1
000055,20211210,1
000056,20211125,1
000056,20211126,1
000056,20211129,1
000056,20211130,1
000056,20211201,1
000056,20211202,1
000056,20211203,1
000056,20211205,1
000056,20211206,1
000056,20211207,1
000056,20211208,1
000056,20211209,1
000056,20211210,1
000057,20211218,1
000057,20211225,1
000057,20220101,1
000057,20220108,1
000057,20220122,1
000057,20220212,1
000058,20220219,1
000059,20211129,1
000059,20211130,1
000059,20211201,1
000059,20211202,1
000060,20211212,1
000060,20211218,1
000060,20211219,1
000060,20211225,1
000060,20211226,1
000060,20220101,1
000060,20220102,1
000060,20220108,1
000060,20220109,1
000060,20220123,1
000060,20220212,1
000060,20220213,1
000061,20220219,1
000061,20220220,1
000062,20211212,1
000062,20211218,1
000062,20211219,1
000062,20211225,1
000062,20211226,1
000062,20220101,1
000062,20220102,1
000062,20220108,1
000062,20220109,1
000062,20220122,1
000062,20220123,1
000062,20220212,1
000062,20220213,1
000062,20220219,1
000062,20220220,1
000063,20211212,1
000063,20211218,1
000063,20211219,1
000063,20211225,1
000063,20211226,1
000063,20220101,1
000063,20220102,1
000063,20220108,1
000063,20220109,1
000063,20220122,1
000063,20220123,1
000063,20220212,1
000063,20220213,1
000064,20220220,1
000065,20220214,1
000065,20220215,1
000065,20220216,1
000065,20220217,1
000065,20220218,1
000065,20220219,1
000065,20220220,1
000065,20220221,1
000065,20220222,1
000065,20220223,1
000065,20220224,1
000066,20211212,1
000066,20211213,1
000066,20211214,1
000066,20211215,1
000066,20211216,1
000066,20211217,1
000066,20211218,1
000066,20211219,1
000066,20211220,1
000066,20211221,1
000066,20211222,1
000066,20211223,1
000066,20211224,1
000066,20211225,1
000066,20211226,1
000066,20211227,1
000066,20211228,1
000066,20211229,1
000066,20211230,1
000066,20211231,1
000066,20220101,1
000066,20220102,1
000066,20220103,1
000066,20220104,1
000066,20220105,1
000066,20220106,1
000066,20220107,1
000066,20220108,1
000066,20220109,1
000066,20220110,1
000066,20220111,1
000066,20220112,1
000066,20220113,1
000066,20220114,1
000066,20220117,1
000066,20220118,1
000066,20220119,1
000066,20220120,1
000066,20220121,1
000066,20220122,1
000066,20220123,1
000066,20220124,1
000066,20220125,1
000066,20220126,1
000066,20220127,1
000066,20220128,1
000066,20220131,1
000066,20220201,1
000066,20220202,1
000066,20220203,1
000066,20220204,1
000066,20220207,1
000066,20220208,1
000066,20220209,1
000066,20220210,1
000066,20220211,1
000066,20220212,1
000066,20220213,1
000067,20211213,1
000067,20211214,1
000067,20211215,1
000067,20211216,1
000067,20211217,1
000067,20211224,1
000067,20211227,1
000067,20211228,1
000067,20211229,1
000067,20211230,1
000067,20211231,1
000067,20220103,1
000067,20220104,1
000067,20220105,1
000067,20220106,1
000067,20220107,1
000067,20220110,1
000067,20220111,1
000067,20220112,1
000067,20220113,1
000067,20220114,1
000067,20220121,1
000067,20220124,1
000067,20220125,1
000067,20220126,1
000067,20220127,1
000067,20220128,1
000067,20220131,1
000067,20220201,1
000067,20220202,1
000067,20220203,1
000067,20220204,1
000067,20220207,1
000067,20220208,1
000067,20220209,1
000067,20220210,1
000067,20220211,1
000067,20220218,1
000068,20211220,1
000068,20211221,1
000068,20211222,1
000068,20211223,1
000068,20220117,1
000068,20220118,1
000068,20220119,1
000068,20220120,1
000068,20220214,1
000068,20220215,1
000068,20220216,1
000068,20220217,1
000069,20211212,1
000069,20211213,1
000069,20211214,1
000069,20211215,1
000069,20211216,1
000069,20211217,1
000069,20211219,1
000069,20211220,1
000069,20211221,1
000069,20211222,1
000069,20211223,1
000069,20211224,1
000069,20211226,1
000069,20211227,1
000069,20211228,1
000069,20211229,1
000069,20211230,1
000069,20211231,1
000069,20220102,1
000069,20220103,1
000069,20220104,1
000069,20220105,1
000069,20220106,1
000069,20220107,1
000069,20220109,1
000069,20220110,1
000069,20220111,1
000069,20220112,1
000069,20220113,1
000069,20220114,1
000069,20220117,1
000069,20220118,1
000069,20220119,1
000069,20220120,1
000069,20220121,1
000069,20220123,1
000069,20220124,1
000069,20220125,1
000069,20220126,1
000069,20220127,1
000069,20220128,1
000069,20220131,1
000069,20220201,1
000069,20220202,1
000069,20220203,1
000069,20220204,1
000069,20220207,1
000069,20220208,1
000069,20220209,1
000069,20220210,1
000069,20220211,1
000069,20220213,1
000070,20220214,1
000070,20220215,1
000070,20220216,1
000070,20220217,1
000070,20220218,1
000070,20220220,1
000070,20220221,1
000070,20220222,1
000070,20220223,1
000070,20220224,1
000071,20211212,1
000071,20211219,1
000071,20211226,1
000071,20220102,1
000071,20220109,1
000071,20220123,1
000071,20220213,1
000072,20211206,1
000073,20211125,1
000073,20211126,1
000073,20211127,1
000073,20211129,1
000073,20211130,1
000073,20211201,1
000073,20211202,1
000073,20211203,1
000073,20211204,1
000073,20211207,1
000073,20211208,1
000073,20211209,1
000073,20211210,1
000073,20211211,1
000074,20211220,1
000074,20211221,1
000074,20211222,1
000074,20211223,1
000074,20211224,1
000074,20211227,1
000074,20211228,1
000074,20211229,1
000074,20211230,1
000074,20211231,1
000074,20220103,1
000074,20220104,1
000074,20220105,1
000074,20220106,1
000074,20220107,1
000075,20211213,1
000075,20211214,1
000075,20211215,1
000075,20211216,1
000075,20211217,1
000075,20220110,1
000075,20220111,1
000075,20220112,1
000075,20220113,1
000075,20220114,1
000075,20220117,1
000075,20220118,1
000075,20220119,1
000075,20220120,1
000075,20220121,1
000075,20220124,1
000075,20220125,1
000075,20220126,1
000075,20220127,1
000075,20220128,1
000075,20220131,1
000075,20220201,1
000075,20220202,1
000075,20220203,1
000075,20220204,1
000075,20220207,1
000075,20220208,1
000075,20220209,1
000075,20220210,1
000075,20220211,1
000075,20220214,1
000075,20220215,1
000075,20220216,1
000075,20220217,1
000075,20220218,1
000075,20220221,1
000075,20220222,1
000075,20220223,1
000075,20220224,1
000076,20220218,1
000077,20211212,1
000077,20211213,1
000077,20211214,1
000077,20211215,1
000077,20211216,1
000077,20211217,1
000077,20211219,1
000077,20211220,1
000077,20211221,1
000077,20211222,1
000077,20211223,1
000077,20211224,1
000077,20211226,1
000077,20211227,1
000077,20211228,1
000077,20211229,1
000077,20211230,1
000077,20211231,1
000077,20220102,1
000077,20220103,1
000077,20220104,1
000077,20220105,1
000077,20220106,1
000077,20220107,1
000077,20220109,1
000077,20220110,1
000077,20220111,1
000077,20220112,1
000077,20220113,1
000077,20220114,1
000077,20220116,1
000077,20220117,1
000077,20220118,1
000077,20220119,1
000077,20220120,1
000077,20220121,1
000077,20220124,1
000077,20220125,1
000077,20220126,1
000077,20220127,1
000077,20220128,1
000077,20220131,1
000077,20220201,1
000077,20220202,1
000077,20220203,1
000077,20220204,1
000077,20220207,1
000077,20220208,1
000077,20220209,1
000077,20220210,1
000077,20220211,1
000077,20220214,1
000077,20220220,1
000077,20220221,1
000077,20220222,1
000077,20220223,1
000077,20220224,1
000078,20220123,1
000078,20220130,1
000078,20220206,1
000078,20220213,1
000079,20220215,1
000079,20220216,1
000079,20220217,1
000080,20211213,1
000080,20211220,1
000080,20211221,1
000080,20211222,1
000080,20211223,1
000080,20211224,1
000080,20211227,1
000080,20211228,1
000080,20211229,1
000080,20211230,1
000080,20211231,1
000080,20220103,1
000080,20220104,1
000080,20220105,1
000080,20220106,1
000080,20220107,1
000080,20220110,1
000080,20220117,1
000080,20220124,1
000080,20220131,1
000080,20220207,1
000080,20220214,1
000080,20220221,1
000081,20211214,1
000081,20211215,1
000081,20211216,1
000081,20211217,1
000081,20220111,1
000081,20220112,1
000081,20220113,1
000081,20220114,1
000081,20220118,1
000081,20220119,1
000081,20220120,1
000081,20220121,1
000081,20220125,1
000081,20220126,1
000081,20220127,1
000081,20220128,1
000081,20220201,1
000081,20220202,1
000081,20220203,1
000081,20220204,1
000081,20220208,1
000081,20220209,1
000081,20220210,1
000081,20220211,1
000081,20220215,1
000081,20220216,1
000081,20220217,1
000081,20220218,1
000081,20220222,1
000081,20220223,1
000081,20220224,1
000082,20211129,1
000082,20211206,1
000083,20211125,1
000083,20211126,1
000083,20211130,1
000083,20211201,1
000083,20211202,1
000083,20211203,1
000083,20211207,1
000083,20211208,1
000083,20211209,1
000083,20211210,1
000084,20211125,1
000084,20211126,1
000084,20211127,1
000084,20211129,1
000084,20211130,1
000084,20211201,1
000084,20211202,1
000084,20211203,1
000084,20211204,1
000084,20211206,1
000084,20211207,1
000084,20211208,1
000084,20211209,1
000084,20211210,1
000084,20211211,1
000085,20220205,1
000086,20211213,1
000086,20211214,1
000086,20211215,1
000086,20211216,1
000086,20211217,1
000086,20211218,1
000086,20211220,1
000086,20211221,1
000086,20211222,1
000086,20211223,1
000086,20211224,1
000086,20211225,1
000086,20211227,1
000086,20211228,1
000086,20211229,1
000086,20211230,1
000086,20211231,1
000086,20220101,1
000086,20220103,1
000086,20220104,1
000086,20220105,1
000086,20220106,1
000086,20220107,1
000086,20220108,1
000086,20220110,1
000086,20220111,1
000086,20220112,1
000086,20220113,1
000086,20220114,1
000086,20220115,1
000086,20220117,1
000086,20220118,1
000086,20220119,1
000086,20220120,1
000086,20220121,1
000086,20220122,1
000086,20220124,1
000086,20220125,1
000086,20220126,1
000086,20220127,1
000086,20220128,1
000086,20220129,1
000086,20220131,1
000086,20220201,1
000086,20220202,1
000086,20220203,1
000086,20220204,1
000086,20220207,1
000086,20220208,1
000086,20220209,1
000086,20220210,1
000086,20220211,1
000086,20220212,1
000086,20220214,1
000086,20220215,1
000086,20220216,1
000086,20220217,1
000086,20220218,1
000086,20220219,1
000086,20220221,1
000086,20220222,1
000086,20220223,1
000086,20220224,1
000087,20211125,1
000087,20211126,1
000087,20211127,1
000087,20211129,1
000087,20211130,1
000087,20211201,1
000087,20211202,1
000087,20211203,1
